"Group" "Activity" "Subject_ID" "Variable" "Mean"
"test" "4 SITTING" 12 "125 tBodyGyro-std()-Y" -0.960497127647059
"test" "4 SITTING" 12 "126 tBodyGyro-std()-Z" -0.951552533137255
"test" "4 SITTING" 12 "161 tBodyGyroJerk-mean()-X" -0.0941023489803922
"test" "4 SITTING" 12 "162 tBodyGyroJerk-mean()-Y" -0.0387477474705882
"test" "4 SITTING" 12 "163 tBodyGyroJerk-mean()-Z" -0.0515634091411765
"test" "4 SITTING" 12 "164 tBodyGyroJerk-std()-X" -0.977329927254902
"test" "4 SITTING" 12 "165 tBodyGyroJerk-std()-Y" -0.979347830784314
"test" "4 SITTING" 12 "166 tBodyGyroJerk-std()-Z" -0.977138953921569
"test" "4 SITTING" 12 "2 tBodyAcc-mean()-Y" -0.0157892988523529
"test" "4 SITTING" 12 "201 tBodyAccMag-mean()" -0.952176621372549
"test" "4 SITTING" 12 "202 tBodyAccMag-std()" -0.947517100196078
"test" "4 SITTING" 12 "214 tGravityAccMag-mean()" -0.952176621372549
"test" "4 SITTING" 12 "215 tGravityAccMag-std()" -0.947517100196078
"test" "4 SITTING" 12 "227 tBodyAccJerkMag-mean()" -0.974734489803922
"test" "4 SITTING" 12 "228 tBodyAccJerkMag-std()" -0.972745892745098
"test" "4 SITTING" 12 "240 tBodyGyroMag-mean()" -0.941907240784314
"test" "4 SITTING" 12 "241 tBodyGyroMag-std()" -0.946769241568627
"test" "4 SITTING" 12 "253 tBodyGyroJerkMag-mean()" -0.980392337647059
"test" "4 SITTING" 12 "254 tBodyGyroJerkMag-std()" -0.978260535882353
"test" "4 SITTING" 12 "266 fBodyAcc-mean()-X" -0.97966614372549
"test" "4 SITTING" 12 "267 fBodyAcc-mean()-Y" -0.942768016862745
"test" "4 SITTING" 12 "268 fBodyAcc-mean()-Z" -0.954626628823529
"test" "4 SITTING" 12 "269 fBodyAcc-std()-X" -0.98399947745098
"test" "4 SITTING" 12 "270 fBodyAcc-std()-Y" -0.926033975686275
"test" "4 SITTING" 12 "271 fBodyAcc-std()-Z" -0.935916958235294
"test" "4 SITTING" 12 "294 fBodyAcc-meanFreq()-X" 0.0326699716633333
"test" "4 SITTING" 12 "295 fBodyAcc-meanFreq()-Y" 0.00241516259019608
"test" "4 SITTING" 12 "296 fBodyAcc-meanFreq()-Z" -0.0226159354313725
"test" "4 SITTING" 12 "3 tBodyAcc-mean()-Z" -0.106307228960784
"test" "4 SITTING" 12 "345 fBodyAccJerk-mean()-X" -0.977109887058824
"test" "4 SITTING" 12 "346 fBodyAccJerk-mean()-Y" -0.964236191372549
"test" "4 SITTING" 12 "347 fBodyAccJerk-mean()-Z" -0.975551564117647
"test" "4 SITTING" 12 "348 fBodyAccJerk-std()-X" -0.977980349019608
"test" "4 SITTING" 12 "349 fBodyAccJerk-std()-Y" -0.966538919607843
"test" "4 SITTING" 12 "350 fBodyAccJerk-std()-Z" -0.981408871764706
"test" "4 SITTING" 12 "373 fBodyAccJerk-meanFreq()-X" 0.138129939916471
"test" "4 SITTING" 12 "374 fBodyAccJerk-meanFreq()-Y" -0.098733235372549
"test" "4 SITTING" 12 "375 fBodyAccJerk-meanFreq()-Z" -0.0568306535470588
"test" "4 SITTING" 12 "4 tBodyAcc-std()-X" -0.982568781960784
"test" "4 SITTING" 12 "41 tGravityAcc-mean()-X" 0.926228975490196
"test" "4 SITTING" 12 "42 tGravityAcc-mean()-Y" 0.0830509010823529
"test" "4 SITTING" 12 "424 fBodyGyro-mean()-X" -0.968528985294118
"test" "4 SITTING" 12 "425 fBodyGyro-mean()-Y" -0.963725248823529
"test" "4 SITTING" 12 "426 fBodyGyro-mean()-Z" -0.955718183921569
"test" "4 SITTING" 12 "427 fBodyGyro-std()-X" -0.976339901372549
"test" "4 SITTING" 12 "428 fBodyGyro-std()-Y" -0.959040695686274
"test" "4 SITTING" 12 "429 fBodyGyro-std()-Z" -0.954769877647059
"test" "4 SITTING" 12 "43 tGravityAcc-mean()-Z" 0.0885640696078431
"test" "4 SITTING" 12 "44 tGravityAcc-std()-X" -0.985203642352941
"test" "4 SITTING" 12 "45 tGravityAcc-std()-Y" -0.963641979215686
"test" "4 SITTING" 12 "452 fBodyGyro-meanFreq()-X" -0.0625086985784314
"test" "4 SITTING" 12 "453 fBodyGyro-meanFreq()-Y" -0.1941602972
"test" "4 SITTING" 12 "454 fBodyGyro-meanFreq()-Z" -0.080845100272549
"test" "4 SITTING" 12 "46 tGravityAcc-std()-Z" -0.956208629607843
"test" "4 SITTING" 12 "5 tBodyAcc-std()-Y" -0.92858124
"test" "4 SITTING" 12 "503 fBodyAccMag-mean()" -0.955944253137255
"test" "4 SITTING" 12 "504 fBodyAccMag-std()" -0.950647188823529
"test" "4 SITTING" 12 "513 fBodyAccMag-meanFreq()" 0.00487835794117647
"test" "4 SITTING" 12 "516 fBodyBodyAccJerkMag-mean()" -0.971715268627451
"test" "4 SITTING" 12 "517 fBodyBodyAccJerkMag-std()" -0.972951443333333
"test" "4 SITTING" 12 "526 fBodyBodyAccJerkMag-meanFreq()" 0.255191492990196
"test" "4 SITTING" 12 "529 fBodyBodyGyroMag-mean()" -0.958511866666667
"test" "4 SITTING" 12 "530 fBodyBodyGyroMag-std()" -0.948460978823529
"test" "4 SITTING" 12 "539 fBodyBodyGyroMag-meanFreq()" -0.111982191447059
"test" "4 SITTING" 12 "542 fBodyBodyGyroJerkMag-mean()" -0.97848445372549
"test" "4 SITTING" 12 "543 fBodyBodyGyroJerkMag-std()" -0.979256387058824
"test" "4 SITTING" 12 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.161268230154706
"test" "4 SITTING" 12 "555 angle(tBodyAccMean,gravity)" 0.0156315910333137
"test" "4 SITTING" 12 "556 angle(tBodyAccJerkMean),gravityMean)" -0.0246810833392157
"test" "4 SITTING" 12 "557 angle(tBodyGyroMean,gravityMean)" 0.0616507166980392
"test" "4 SITTING" 12 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.0166771725082353
"test" "4 SITTING" 12 "559 angle(X,gravityMean)" -0.826322427058824
"test" "4 SITTING" 12 "560 angle(Y,gravityMean)" 0.0252192275666667
"test" "4 SITTING" 12 "561 angle(Z,gravityMean)" -0.0422271070156863
"test" "4 SITTING" 12 "6 tBodyAcc-std()-Z" -0.939661889019608
"test" "4 SITTING" 12 "81 tBodyAccJerk-mean()-X" 0.0771277656078431
"test" "4 SITTING" 12 "82 tBodyAccJerk-mean()-Y" 0.0105990504054902
"test" "4 SITTING" 12 "83 tBodyAccJerk-mean()-Z" -0.0020457599227451
"test" "4 SITTING" 12 "84 tBodyAccJerk-std()-X" -0.976494200784314
"test" "4 SITTING" 12 "85 tBodyAccJerk-std()-Y" -0.964047461568627
"test" "4 SITTING" 12 "86 tBodyAccJerk-std()-Z" -0.97911346627451
"test" "4 SITTING" 13 "1 tBodyAcc-mean()-X" 0.274328499591837
"test" "4 SITTING" 13 "121 tBodyGyro-mean()-X" -0.0355124856836735
"test" "4 SITTING" 13 "122 tBodyGyro-mean()-Y" -0.0902687401836735
"test" "4 SITTING" 13 "123 tBodyGyro-mean()-Z" 0.0823432026610204
"test" "4 SITTING" 13 "124 tBodyGyro-std()-X" -0.985844263265306
"test" "4 SITTING" 13 "125 tBodyGyro-std()-Y" -0.979668456122449
"test" "4 SITTING" 13 "126 tBodyGyro-std()-Z" -0.966896414285714
"test" "4 SITTING" 13 "161 tBodyGyroJerk-mean()-X" -0.095919848877551
"test" "4 SITTING" 13 "162 tBodyGyroJerk-mean()-Y" -0.041036688077551
"test" "4 SITTING" 13 "163 tBodyGyroJerk-mean()-Z" -0.0466121595938776
"test" "4 SITTING" 13 "164 tBodyGyroJerk-std()-X" -0.991371016938775
"test" "4 SITTING" 13 "165 tBodyGyroJerk-std()-Y" -0.991773350204082
"test" "4 SITTING" 13 "166 tBodyGyroJerk-std()-Z" -0.989861382040816
"test" "4 SITTING" 13 "2 tBodyAcc-mean()-Y" -0.00587732936326531
"test" "4 SITTING" 13 "201 tBodyAccMag-mean()" -0.957690563673469
"test" "4 SITTING" 13 "202 tBodyAccMag-std()" -0.937935738571429
"test" "4 SITTING" 13 "214 tGravityAccMag-mean()" -0.957690563673469
"test" "4 SITTING" 13 "215 tGravityAccMag-std()" -0.937935738571429
"test" "4 SITTING" 13 "227 tBodyAccJerkMag-mean()" -0.989497838979592
"test" "4 SITTING" 13 "228 tBodyAccJerkMag-std()" -0.988813098163265
"test" "4 SITTING" 13 "240 tBodyGyroMag-mean()" -0.951142644081633
"test" "4 SITTING" 13 "241 tBodyGyroMag-std()" -0.963940591428571
"test" "4 SITTING" 13 "253 tBodyGyroJerkMag-mean()" -0.992604304489796
"test" "4 SITTING" 13 "254 tBodyGyroJerkMag-std()" -0.991414934897959
"test" "4 SITTING" 13 "266 fBodyAcc-mean()-X" -0.990135477755102
"test" "4 SITTING" 13 "267 fBodyAcc-mean()-Y" -0.959673916122449
"test" "4 SITTING" 13 "268 fBodyAcc-mean()-Z" -0.956183063510204
"test" "4 SITTING" 13 "269 fBodyAcc-std()-X" -0.989410582653061
"test" "4 SITTING" 13 "270 fBodyAcc-std()-Y" -0.933666502510204
"test" "4 SITTING" 13 "271 fBodyAcc-std()-Z" -0.934189007346939
"test" "4 SITTING" 13 "294 fBodyAcc-meanFreq()-X" -0.00935147348163265
"test" "4 SITTING" 13 "295 fBodyAcc-meanFreq()-Y" 0.0253459476734694
"test" "4 SITTING" 13 "296 fBodyAcc-meanFreq()-Z" 0.154652093530612
"test" "4 SITTING" 13 "3 tBodyAcc-mean()-Z" -0.0972465110836735
"test" "4 SITTING" 13 "345 fBodyAccJerk-mean()-X" -0.992678212653061
"test" "4 SITTING" 13 "346 fBodyAccJerk-mean()-Y" -0.983914101836735
"test" "4 SITTING" 13 "347 fBodyAccJerk-mean()-Z" -0.985261204693878
"test" "4 SITTING" 13 "348 fBodyAccJerk-std()-X" -0.99368217
"test" "4 SITTING" 13 "349 fBodyAccJerk-std()-Y" -0.985908120408163
"test" "4 SITTING" 13 "350 fBodyAccJerk-std()-Z" -0.988612100204082
"test" "4 SITTING" 13 "373 fBodyAccJerk-meanFreq()-X" 0.264214260326531
"test" "4 SITTING" 13 "374 fBodyAccJerk-meanFreq()-Y" -0.00193284292653061
"test" "4 SITTING" 13 "375 fBodyAccJerk-meanFreq()-Z" 0.0921106028122449
"test" "4 SITTING" 13 "4 tBodyAcc-std()-X" -0.989546275306122
"test" "4 SITTING" 13 "41 tGravityAcc-mean()-X" 0.92557651244898
"test" "4 SITTING" 13 "42 tGravityAcc-mean()-Y" 0.101769752489796
"test" "4 SITTING" 13 "424 fBodyGyro-mean()-X" -0.983218202857143
"test" "4 SITTING" 13 "425 fBodyGyro-mean()-Y" -0.982456053877551
"test" "4 SITTING" 13 "426 fBodyGyro-mean()-Z" -0.968384415510204
"test" "4 SITTING" 13 "427 fBodyGyro-std()-X" -0.986714694081633
"test" "4 SITTING" 13 "428 fBodyGyro-std()-Y" -0.97827070877551
"test" "4 SITTING" 13 "429 fBodyGyro-std()-Z" -0.969451754693878
"test" "4 SITTING" 13 "43 tGravityAcc-mean()-Z" 0.0757773858163265
"test" "4 SITTING" 13 "44 tGravityAcc-std()-X" -0.981379112653061
"test" "4 SITTING" 13 "45 tGravityAcc-std()-Y" -0.951353064693878
"test" "4 SITTING" 13 "452 fBodyGyro-meanFreq()-X" 0.100550894587755
"test" "4 SITTING" 13 "453 fBodyGyro-meanFreq()-Y" -0.106178686469388
"test" "4 SITTING" 13 "454 fBodyGyro-meanFreq()-Z" 0.013649216527551
"test" "4 SITTING" 13 "46 tGravityAcc-std()-Z" -0.930979556938776
"test" "4 SITTING" 13 "5 tBodyAcc-std()-Y" -0.938967741632653
"test" "4 SITTING" 13 "503 fBodyAccMag-mean()" -0.956901559653061
"test" "4 SITTING" 13 "504 fBodyAccMag-std()" -0.938529931020408
"test" "4 SITTING" 13 "513 fBodyAccMag-meanFreq()" 0.150538936606122
"test" "4 SITTING" 13 "516 fBodyBodyAccJerkMag-mean()" -0.988348535306122
"test" "4 SITTING" 13 "517 fBodyBodyAccJerkMag-std()" -0.988332303469388
"test" "4 SITTING" 13 "526 fBodyBodyAccJerkMag-meanFreq()" 0.360646362877551
"test" "4 SITTING" 13 "529 fBodyBodyGyroMag-mean()" -0.973258277755102
"test" "4 SITTING" 13 "530 fBodyBodyGyroMag-std()" -0.96426809755102
"test" "4 SITTING" 13 "539 fBodyBodyGyroMag-meanFreq()" 0.00767543343469388
"test" "4 SITTING" 13 "542 fBodyBodyGyroJerkMag-mean()" -0.991723741632653
"test" "4 SITTING" 13 "543 fBodyBodyGyroJerkMag-std()" -0.991219445918367
"test" "4 SITTING" 13 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.191102234
"test" "4 SITTING" 13 "555 angle(tBodyAccMean,gravity)" -0.0313853361489796
"test" "4 SITTING" 13 "556 angle(tBodyAccJerkMean),gravityMean)" 0.0209112877122449
"test" "4 SITTING" 13 "557 angle(tBodyGyroMean,gravityMean)" 0.0302309096714286
"test" "4 SITTING" 13 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.019921940122449
"test" "4 SITTING" 13 "559 angle(X,gravityMean)" -0.788776798979592
"test" "4 SITTING" 13 "560 angle(Y,gravityMean)" 0.0119882938979592
"test" "4 SITTING" 13 "561 angle(Z,gravityMean)" -0.0324103521183673
"test" "4 SITTING" 13 "6 tBodyAcc-std()-Z" -0.938641215510204
"test" "4 SITTING" 13 "81 tBodyAccJerk-mean()-X" 0.0752865881142857
"test" "4 SITTING" 13 "82 tBodyAccJerk-mean()-Y" -0.00112344092891837
"test" "4 SITTING" 13 "83 tBodyAccJerk-mean()-Z" -0.0232397245106122
"test" "4 SITTING" 13 "84 tBodyAccJerk-std()-X" -0.992827264081633
"test" "4 SITTING" 13 "85 tBodyAccJerk-std()-Y" -0.984267557755102
"test" "4 SITTING" 13 "86 tBodyAccJerk-std()-Z" -0.987612090204082
"test" "4 SITTING" 18 "1 tBodyAcc-mean()-X" 0.27727001877193
"test" "4 SITTING" 18 "121 tBodyGyro-mean()-X" -0.0333057034385965
"test" "4 SITTING" 18 "122 tBodyGyro-mean()-Y" -0.0685796341105263
"test" "4 SITTING" 18 "123 tBodyGyro-mean()-Z" 0.0848140511754386
"test" "4 SITTING" 18 "124 tBodyGyro-std()-X" -0.991956958947368
"test" "4 SITTING" 18 "125 tBodyGyro-std()-Y" -0.986753343859649
"test" "4 SITTING" 18 "126 tBodyGyro-std()-Z" -0.981525495438596
"test" "4 SITTING" 18 "161 tBodyGyroJerk-mean()-X" -0.0954723233684211
"test" "4 SITTING" 18 "162 tBodyGyroJerk-mean()-Y" -0.0397125591491228
"test" "4 SITTING" 18 "163 tBodyGyroJerk-mean()-Z" -0.0523030404789474
"test" "4 SITTING" 18 "164 tBodyGyroJerk-std()-X" -0.994170190701754
"test" "4 SITTING" 18 "165 tBodyGyroJerk-std()-Y" -0.994224162105263
"test" "4 SITTING" 18 "166 tBodyGyroJerk-std()-Z" -0.992814325087719
"test" "4 SITTING" 18 "2 tBodyAcc-mean()-Y" -0.0128691279736842
"test" "4 SITTING" 18 "201 tBodyAccMag-mean()" -0.983674151754386
"test" "4 SITTING" 18 "202 tBodyAccMag-std()" -0.981595285964912
"test" "4 SITTING" 18 "214 tGravityAccMag-mean()" -0.983674151754386
"test" "4 SITTING" 18 "215 tGravityAccMag-std()" -0.981595285964912
"test" "4 SITTING" 18 "227 tBodyAccJerkMag-mean()" -0.989869574561404
"test" "4 SITTING" 18 "228 tBodyAccJerkMag-std()" -0.991159350526316
"test" "4 SITTING" 18 "240 tBodyGyroMag-mean()" -0.977634992105263
"test" "4 SITTING" 18 "241 tBodyGyroMag-std()" -0.981372675614035
"test" "4 SITTING" 18 "253 tBodyGyroJerkMag-mean()" -0.994873439824561
"test" "4 SITTING" 18 "254 tBodyGyroJerkMag-std()" -0.994868913508772
"test" "4 SITTING" 18 "266 fBodyAcc-mean()-X" -0.993144920175439
"test" "4 SITTING" 18 "267 fBodyAcc-mean()-Y" -0.976538530350877
"test" "4 SITTING" 18 "268 fBodyAcc-mean()-Z" -0.982996441403509
"test" "4 SITTING" 18 "269 fBodyAcc-std()-X" -0.994906565789474
"test" "4 SITTING" 18 "270 fBodyAcc-std()-Y" -0.974980068596491
"test" "4 SITTING" 18 "271 fBodyAcc-std()-Z" -0.975722121403509
"test" "4 SITTING" 18 "294 fBodyAcc-meanFreq()-X" 0.0512363267736842
"test" "4 SITTING" 18 "295 fBodyAcc-meanFreq()-Y" 0.171289880184211
"test" "4 SITTING" 18 "296 fBodyAcc-meanFreq()-Z" 0.1714594817
"test" "4 SITTING" 18 "3 tBodyAcc-mean()-Z" -0.111904775824561
"test" "4 SITTING" 18 "345 fBodyAccJerk-mean()-X" -0.991924709824561
"test" "4 SITTING" 18 "346 fBodyAccJerk-mean()-Y" -0.983642391578947
"test" "4 SITTING" 18 "347 fBodyAccJerk-mean()-Z" -0.988689671578947
"test" "4 SITTING" 18 "348 fBodyAccJerk-std()-X" -0.992039060701754
"test" "4 SITTING" 18 "349 fBodyAccJerk-std()-Y" -0.985694744385965
"test" "4 SITTING" 18 "350 fBodyAccJerk-std()-Z" -0.990141676315789
"test" "4 SITTING" 18 "373 fBodyAccJerk-meanFreq()-X" 0.234747570824561
"test" "4 SITTING" 18 "374 fBodyAccJerk-meanFreq()-Y" 0.00687195409298246
"test" "4 SITTING" 18 "375 fBodyAccJerk-meanFreq()-Z" 0.0437438879403509
"test" "4 SITTING" 18 "4 tBodyAcc-std()-X" -0.994347988596491
"test" "4 SITTING" 18 "41 tGravityAcc-mean()-X" 0.909816469298246
"test" "4 SITTING" 18 "42 tGravityAcc-mean()-Y" 0.12988647622807
"test" "4 SITTING" 18 "424 fBodyGyro-mean()-X" -0.989961500350877
"test" "4 SITTING" 18 "425 fBodyGyro-mean()-Y" -0.988702701403509
"test" "4 SITTING" 18 "426 fBodyGyro-mean()-Z" -0.983027386491228
"test" "4 SITTING" 18 "427 fBodyGyro-std()-X" -0.992575399473684
"test" "4 SITTING" 18 "428 fBodyGyro-std()-Y" -0.985710087894737
"test" "4 SITTING" 18 "429 fBodyGyro-std()-Z" -0.98279727631579
"test" "4 SITTING" 18 "43 tGravityAcc-mean()-Z" 0.161877417894737
"test" "4 SITTING" 18 "44 tGravityAcc-std()-X" -0.994043771403509
"test" "4 SITTING" 18 "45 tGravityAcc-std()-Y" -0.984035479473684
"test" "4 SITTING" 18 "452 fBodyGyro-meanFreq()-X" 0.113674949989474
"test" "4 SITTING" 18 "453 fBodyGyro-meanFreq()-Y" -0.150376356784211
"test" "4 SITTING" 18 "454 fBodyGyro-meanFreq()-Z" 0.1032033883
"test" "4 SITTING" 18 "46 tGravityAcc-std()-Z" -0.978340183157895
"test" "4 SITTING" 18 "5 tBodyAcc-std()-Y" -0.974928131052632
"test" "4 SITTING" 18 "503 fBodyAccMag-mean()" -0.984781467192982
"test" "4 SITTING" 18 "504 fBodyAccMag-std()" -0.982226151578947
"test" "4 SITTING" 18 "513 fBodyAccMag-meanFreq()" 0.304581057473684
"test" "4 SITTING" 18 "516 fBodyBodyAccJerkMag-mean()" -0.990407075964912
"test" "4 SITTING" 18 "517 fBodyBodyAccJerkMag-std()" -0.991044297894737
"test" "4 SITTING" 18 "526 fBodyBodyAccJerkMag-meanFreq()" 0.459090849721053
"test" "4 SITTING" 18 "529 fBodyBodyGyroMag-mean()" -0.986535242105263
"test" "4 SITTING" 18 "530 fBodyBodyGyroMag-std()" -0.981252632807018
"test" "4 SITTING" 18 "539 fBodyBodyGyroMag-meanFreq()" 0.0492559518473684
"test" "4 SITTING" 18 "542 fBodyBodyGyroJerkMag-mean()" -0.99480818754386
"test" "4 SITTING" 18 "543 fBodyBodyGyroJerkMag-std()" -0.994967621754386
"test" "4 SITTING" 18 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.329617466666667
"test" "4 SITTING" 18 "555 angle(tBodyAccMean,gravity)" 0.0146348425982456
"test" "4 SITTING" 18 "556 angle(tBodyAccJerkMean),gravityMean)" 0.0111668165140351
"test" "4 SITTING" 18 "557 angle(tBodyGyroMean,gravityMean)" -0.040857837877193
"test" "4 SITTING" 18 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.048496385377193
"test" "4 SITTING" 18 "559 angle(X,gravityMean)" -0.740786431578947
"test" "4 SITTING" 18 "560 angle(Y,gravityMean)" -0.00746888583912281
"test" "4 SITTING" 18 "561 angle(Z,gravityMean)" -0.092884205877193
"test" "4 SITTING" 18 "6 tBodyAcc-std()-Z" -0.977572717017544
"test" "4 SITTING" 18 "81 tBodyAccJerk-mean()-X" 0.076622889
"test" "4 SITTING" 18 "82 tBodyAccJerk-mean()-Y" 0.00694560289491228
"test" "4 SITTING" 18 "83 tBodyAccJerk-mean()-Z" 0.00278757042058246
"test" "4 SITTING" 18 "84 tBodyAccJerk-std()-X" -0.991624662105263
"test" "4 SITTING" 18 "85 tBodyAccJerk-std()-Y" -0.984002717017544
"test" "4 SITTING" 18 "86 tBodyAccJerk-std()-Z" -0.990153121754386
"test" "4 SITTING" 20 "1 tBodyAcc-mean()-X" 0.278045439090909
"test" "4 SITTING" 20 "121 tBodyGyro-mean()-X" -0.036405928969697
"test" "4 SITTING" 20 "122 tBodyGyro-mean()-Y" -0.0650689347121212
"test" "4 SITTING" 20 "123 tBodyGyro-mean()-Z" 0.0642882138333333
"test" "4 SITTING" 20 "124 tBodyGyro-std()-X" -0.976309017121212
"test" "4 SITTING" 20 "125 tBodyGyro-std()-Y" -0.960104508636364
"test" "4 SITTING" 20 "126 tBodyGyro-std()-Z" -0.945771803484848
"test" "4 SITTING" 20 "161 tBodyGyroJerk-mean()-X" -0.0959970816060606
"test" "4 SITTING" 20 "162 tBodyGyroJerk-mean()-Y" -0.0407299244348485
"test" "4 SITTING" 20 "163 tBodyGyroJerk-mean()-Z" -0.0465835149090909
"test" "4 SITTING" 20 "164 tBodyGyroJerk-std()-X" -0.977414910909091
"test" "4 SITTING" 20 "165 tBodyGyroJerk-std()-Y" -0.979684097272727
"test" "4 SITTING" 20 "166 tBodyGyroJerk-std()-Z" -0.979742084090909
"test" "4 SITTING" 20 "2 tBodyAcc-mean()-Y" -0.0147229305131818
"test" "4 SITTING" 20 "201 tBodyAccMag-mean()" -0.952738043030303
"test" "4 SITTING" 20 "202 tBodyAccMag-std()" -0.937764028181818
"test" "4 SITTING" 20 "214 tGravityAccMag-mean()" -0.952738043030303
"test" "4 SITTING" 20 "215 tGravityAccMag-std()" -0.937764028181818
"test" "4 SITTING" 20 "227 tBodyAccJerkMag-mean()" -0.978774578333333
"test" "4 SITTING" 20 "228 tBodyAccJerkMag-std()" -0.972537871515151
"test" "4 SITTING" 20 "240 tBodyGyroMag-mean()" -0.939574435606061
"test" "4 SITTING" 20 "241 tBodyGyroMag-std()" -0.941069909848485
"test" "4 SITTING" 20 "253 tBodyGyroJerkMag-mean()" -0.983010276060606
"test" "4 SITTING" 20 "254 tBodyGyroJerkMag-std()" -0.97507615
"test" "4 SITTING" 20 "266 fBodyAcc-mean()-X" -0.981203064242424
"test" "4 SITTING" 20 "267 fBodyAcc-mean()-Y" -0.945198619242424
"test" "4 SITTING" 20 "268 fBodyAcc-mean()-Z" -0.947597457121212
"test" "4 SITTING" 20 "269 fBodyAcc-std()-X" -0.98397837530303
"test" "4 SITTING" 20 "270 fBodyAcc-std()-Y" -0.935031700454545
"test" "4 SITTING" 20 "271 fBodyAcc-std()-Z" -0.924947175454545
"test" "4 SITTING" 20 "294 fBodyAcc-meanFreq()-X" -0.0618890358893939
"test" "4 SITTING" 20 "295 fBodyAcc-meanFreq()-Y" -0.00500928635151515
"test" "4 SITTING" 20 "296 fBodyAcc-meanFreq()-Z" 0.00873886492424242
"test" "4 SITTING" 20 "3 tBodyAcc-mean()-Z" -0.108369634515152
"test" "4 SITTING" 20 "345 fBodyAccJerk-mean()-X" -0.982243603030303
"test" "4 SITTING" 20 "346 fBodyAccJerk-mean()-Y" -0.971158287575758
"test" "4 SITTING" 20 "347 fBodyAccJerk-mean()-Z" -0.973211461363636
"test" "4 SITTING" 20 "348 fBodyAccJerk-std()-X" -0.983565760757576
"test" "4 SITTING" 20 "349 fBodyAccJerk-std()-Y" -0.972776577272727
"test" "4 SITTING" 20 "350 fBodyAccJerk-std()-Z" -0.978458923030303
"test" "4 SITTING" 20 "373 fBodyAccJerk-meanFreq()-X" 0.136601130674242
"test" "4 SITTING" 20 "374 fBodyAccJerk-meanFreq()-Y" -0.124408290681364
"test" "4 SITTING" 20 "375 fBodyAccJerk-meanFreq()-Z" -0.0831229746409091
"test" "4 SITTING" 20 "4 tBodyAcc-std()-X" -0.983081858939394
"test" "4 SITTING" 20 "41 tGravityAcc-mean()-X" 0.924454522424242
"test" "4 SITTING" 20 "42 tGravityAcc-mean()-Y" 0.0733385412878788
"test" "4 SITTING" 20 "424 fBodyGyro-mean()-X" -0.969913284393939
"test" "4 SITTING" 20 "425 fBodyGyro-mean()-Y" -0.964643068787879
"test" "4 SITTING" 20 "426 fBodyGyro-mean()-Z" -0.950963363939394
"test" "4 SITTING" 20 "427 fBodyGyro-std()-X" -0.978433538484848
"test" "4 SITTING" 20 "428 fBodyGyro-std()-Y" -0.958015696363636
"test" "4 SITTING" 20 "429 fBodyGyro-std()-Z" -0.949176822121212
"test" "4 SITTING" 20 "43 tGravityAcc-mean()-Z" 0.151679135228788
"test" "4 SITTING" 20 "44 tGravityAcc-std()-X" -0.985829034393939
"test" "4 SITTING" 20 "45 tGravityAcc-std()-Y" -0.966983534242424
"test" "4 SITTING" 20 "452 fBodyGyro-meanFreq()-X" -0.0327018882469697
"test" "4 SITTING" 20 "453 fBodyGyro-meanFreq()-Y" -0.314720986151515
"test" "4 SITTING" 20 "454 fBodyGyro-meanFreq()-Z" -0.144654837851515
"test" "4 SITTING" 20 "46 tGravityAcc-std()-Z" -0.935854966151515
"test" "4 SITTING" 20 "5 tBodyAcc-std()-Y" -0.93612270469697
"test" "4 SITTING" 20 "503 fBodyAccMag-mean()" -0.946913451666667
"test" "4 SITTING" 20 "504 fBodyAccMag-std()" -0.942151231515152
"test" "4 SITTING" 20 "513 fBodyAccMag-meanFreq()" 0.0408663540363636
"test" "4 SITTING" 20 "516 fBodyBodyAccJerkMag-mean()" -0.971730462575758
"test" "4 SITTING" 20 "517 fBodyBodyAccJerkMag-std()" -0.972597744242424
"test" "4 SITTING" 20 "526 fBodyBodyAccJerkMag-meanFreq()" 0.22971324275
"test" "4 SITTING" 20 "529 fBodyBodyGyroMag-mean()" -0.953399068181818
"test" "4 SITTING" 20 "530 fBodyBodyGyroMag-std()" -0.943725755909091
"test" "4 SITTING" 20 "539 fBodyBodyGyroMag-meanFreq()" -0.174980134954545
"test" "4 SITTING" 20 "542 fBodyBodyGyroJerkMag-mean()" -0.976108353787879
"test" "4 SITTING" 20 "543 fBodyBodyGyroJerkMag-std()" -0.975226588333333
"test" "4 SITTING" 20 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.13363534380303
"test" "4 SITTING" 20 "555 angle(tBodyAccMean,gravity)" 0.0295022701836364
"test" "4 SITTING" 20 "556 angle(tBodyAccJerkMean),gravityMean)" 0.0217677662666667
"test" "4 SITTING" 20 "557 angle(tBodyGyroMean,gravityMean)" -0.00599574422121212
"test" "4 SITTING" 20 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.0288132790984848
"test" "4 SITTING" 20 "559 angle(X,gravityMean)" -0.764207058787879
"test" "4 SITTING" 20 "560 angle(Y,gravityMean)" 0.0329072161772727
"test" "4 SITTING" 20 "561 angle(Z,gravityMean)" -0.0860447384742424
